3;2;2019;1;273;218;192;207;182;17;7
4;2;2019;2;218;192;207;182;17;7;193
5;2;2019;3;192;207;182;17;7;193;196
6;2;2019;4;207;182;17;7;193;196;210
7;2;2019;5;182;17;7;193;196;210;181
8;2;2019;6;17;7;193;196;210;181;164
9;2;2019;7;7;193;196;210;181;164;16
10;2;2019;1;193;196;210;181;164;16;5
11;2;2019;2;196;210;181;164;16;5;223
12;2;2019;3;210;181;164;16;5;223;216
13;2;2019;4;181;164;16;5;223;216;180
14;2;2019;5;164;16;5;223;216;180;158
15;2;2019;6;16;5;223;216;180;158;186
16;2;2019;7;5;223;216;180;158;186;5
17;2;2019;1;223;216;180;158;186;5;4
18;2;2019;2;216;180;158;186;5;4;222
19;2;2019;3;180;158;186;5;4;222;142
20;2;2019;4;158;186;5;4;222;142;185
21;2;2019;5;186;5;4;222;142;185;171
22;2;2019;6;5;4;222;142;185;171;144
23;2;2019;7;4;222;142;185;171;144;8
24;2;2019;1;222;142;185;171;144;8;8
25;2;2019;2;142;185;171;144;8;8;212
26;2;2019;3;185;171;144;8;8;212;222
27;2;2019;4;171;144;8;8;212;222;184
28;2;2019;5;144;8;8;212;222;184;169
1;3;2019;6;8;8;212;222;184;169;157
2;3;2019;7;8;212;222;184;169;157;15
3;3;2019;1;212;222;184;169;157;15;7
4;3;2019;2;222;184;169;157;15;7;173
5;3;2019;3;184;169;157;15;7;173;209
6;3;2019;4;169;157;15;7;173;209;191
7;3;2019;5;157;15;7;173;209;191;191
8;3;2019;6;15;7;173;209;191;191;170
9;3;2019;7;7;173;209;191;191;170;14
10;3;2019;1;173;209;191;191;170;14;34
11;3;2019;2;209;191;191;170;14;34;193
12;3;2019;3;191;191;170;14;34;193;180
13;3;2019;4;191;170;14;34;193;180;191
14;3;2019;5;170;14;34;193;180;191;228
15;3;2019;6;14;34;193;180;191;228;190
16;3;2019;7;34;193;180;191;228;190;7
17;3;2019;1;193;180;191;228;190;7;14
18;3;2019;2;180;191;228;190;7;14;188
19;3;2019;3;191;228;190;7;14;188;193
20;3;2019;4;228;190;7;14;188;193;188
21;3;2019;5;190;7;14;188;193;188;158
22;3;2019;6;7;14;188;193;188;158;160
23;3;2019;7;14;188;193;188;158;160;8
24;3;2019;1;188;193;188;158;160;8;25
25;3;2019;2;193;188;158;160;8;25;196
26;3;2019;3;188;158;160;8;25;196;192
27;3;2019;4;158;160;8;25;196;192;226
28;3;2019;5;160;8;25;196;192;226;175
29;3;2019;6;8;25;196;192;226;175;179
30;3;2019;7;25;196;192;226;175;179;20
31;3;2019;1;196;192;226;175;179;20;8
1;4;2019;2;192;226;175;179;20;8;218
2;4;2019;3;226;175;179;20;8;218;207
3;4;2019;4;175;179;20;8;218;207;200
4;4;2019;5;179;20;8;218;207;200;211
5;4;2019;6;20;8;218;207;200;211;182
6;4;2019;7;8;218;207;200;211;182;17
7;4;2019;1;218;207;200;211;182;17;4
8;4;2019;2;207;200;211;182;17;4;216
9;4;2019;3;200;211;182;17;4;216;177
10;4;2019;4;211;182;17;4;216;177;168
11;4;2019;5;182;17;4;216;177;168;193
12;4;2019;6;17;4;216;177;168;193;146
13;4;2019;7;4;216;177;168;193;146;13
14;4;2019;1;216;177;168;193;146;13;10
15;4;2019;2;177;168;193;146;13;10;197
16;4;2019;3;168;193;146;13;10;197;170
17;4;2019;4;193;146;13;10;197;170;174
18;4;2019;5;146;13;10;197;170;174;105
19;4;2019;6;13;10;197;170;174;105;89
20;4;2019;7;10;197;170;174;105;89;3
21;4;2019;1;197;170;174;105;89;3;3
22;4;2019;2;170;174;105;89;3;3;104
23;4;2019;3;174;105;89;3;3;104;180
24;4;2019;4;105;89;3;3;104;180;165
25;4;2019;5;89;3;3;104;180;165;139
26;4;2019;6;3;3;104;180;165;139;121
27;4;2019;7;3;104;180;165;139;121;7
28;4;2019;1;104;180;165;139;121;7;11
29;4;2019;2;180;165;139;121;7;11;200
30;4;2019;3;165;139;121;7;11;200;216
1;5;2019;4;139;121;7;11;200;216;49
2;5;2019;5;121;7;11;200;216;49;176
3;5;2019;6;7;11;200;216;49;176;150
4;5;2019;7;11;200;216;49;176;150;7
5;5;2019;1;200;216;49;176;150;7;18
6;5;2019;2;216;49;176;150;7;18;205
7;5;2019;3;49;176;150;7;18;205;184
8;5;2019;4;176;150;7;18;205;184;170
9;5;2019;5;150;7;18;205;184;170;165
10;5;2019;6;7;18;205;184;170;165;133
11;5;2019;7;18;205;184;170;165;133;9
12;5;2019;1;205;184;170;165;133;9;4
13;5;2019;2;184;170;165;133;9;4;223
14;5;2019;3;170;165;133;9;4;223;185
15;5;2019;4;165;133;9;4;223;185;205
16;5;2019;5;133;9;4;223;185;205;179
17;5;2019;6;9;4;223;185;205;179;168
18;5;2019;7;4;223;185;205;179;168;18
19;5;2019;1;223;185;205;179;168;18;10
20;5;2019;2;185;205;179;168;18;10;280
21;5;2019;3;205;179;168;18;10;280;207
22;5;2019;4;179;168;18;10;280;207;186
23;5;2019;5;168;18;10;280;207;186;140
24;5;2019;6;18;10;280;207;186;140;183
25;5;2019;7;10;280;207;186;140;183;11
26;5;2019;1;280;207;186;140;183;11;19
27;5;2019;2;207;186;140;183;11;19;190
28;5;2019;3;186;140;183;11;19;190;162
29;5;2019;4;140;183;11;19;190;162;224
30;5;2019;5;183;11;19;190;162;224;137
31;5;2019;6;11;19;190;162;224;137;155
1;6;2019;7;19;190;162;224;137;155;11
2;6;2019;1;190;162;224;137;155;11;25
3;6;2019;2;162;224;137;155;11;25;206
4;6;2019;3;224;137;155;11;25;206;198
5;6;2019;4;137;155;11;25;206;198;218
6;6;2019;5;155;11;25;206;198;218;215
7;6;2019;6;11;25;206;198;218;215;199
8;6;2019;7;25;206;198;218;215;199;10
9;6;2019;1;206;198;218;215;199;10;14
10;6;2019;2;198;218;215;199;10;14;106
11;6;2019;3;218;215;199;10;14;106;196
12;6;2019;4;215;199;10;14;106;196;153
13;6;2019;5;199;10;14;106;196;153;226
14;6;2019;6;10;14;106;196;153;226;190
15;6;2019;7;14;106;196;153;226;190;33
16;6;2019;1;106;196;153;226;190;33;20
17;6;2019;2;196;153;226;190;33;20;238
18;6;2019;3;153;226;190;33;20;238;288
19;6;2019;4;226;190;33;20;238;288;162
20;6;2019;5;190;33;20;238;288;162;180
21;6;2019;6;33;20;238;288;162;180;202
22;6;2019;7;20;238;288;162;180;202;10
23;6;2019;1;238;288;162;180;202;10;8
24;6;2019;2;288;162;180;202;10;8;234
25;6;2019;3;162;180;202;10;8;234;217
26;6;2019;4;180;202;10;8;234;217;269
27;6;2019;5;202;10;8;234;217;269;211
28;6;2019;6;10;8;234;217;269;211;162
29;6;2019;7;8;234;217;269;211;162;45
30;6;2019;1;234;217;269;211;162;45;6
1;7;2019;2;217;269;211;162;45;6;234
2;7;2019;3;269;211;162;45;6;234;204
3;7;2019;4;211;162;45;6;234;204;211
4;7;2019;5;162;45;6;234;204;211;187
5;7;2019;6;45;6;234;204;211;187;152
6;7;2019;7;6;234;204;211;187;152;11
7;7;2019;1;234;204;211;187;152;11;18
8;7;2019;2;204;211;187;152;11;18;199
9;7;2019;3;211;187;152;11;18;199;176
10;7;2019;4;187;152;11;18;199;176;187
11;7;2019;5;152;11;18;199;176;187;202
12;7;2019;6;11;18;199;176;187;202;162
13;7;2019;7;18;199;176;187;202;162;9
14;7;2019;1;199;176;187;202;162;9;14
15;7;2019;2;176;187;202;162;9;14;260
16;7;2019;3;187;202;162;9;14;260;208
17;7;2019;4;202;162;9;14;260;208;177
18;7;2019;5;162;9;14;260;208;177;130
19;7;2019;6;9;14;260;208;177;130;195
20;7;2019;7;14;260;208;177;130;195;18
21;7;2019;1;260;208;177;130;195;18;11
22;7;2019;2;208;177;130;195;18;11;218
23;7;2019;3;177;130;195;18;11;218;193
24;7;2019;4;130;195;18;11;218;193;174
25;7;2019;5;195;18;11;218;193;174;177
26;7;2019;6;18;11;218;193;174;177;121
27;7;2019;7;11;218;193;174;177;121;12
28;7;2019;1;218;193;174;177;121;12;5
29;7;2019;2;193;174;177;121;12;5;190
30;7;2019;3;174;177;121;12;5;190;164
31;7;2019;4;177;121;12;5;190;164;156
1;8;2019;5;121;12;5;190;164;156;170
2;8;2019;6;12;5;190;164;156;170;216
3;8;2019;7;5;190;164;156;170;216;24
4;8;2019;1;190;164;156;170;216;24;14
5;8;2019;2;164;156;170;216;24;14;220
6;8;2019;3;156;170;216;24;14;220;211
7;8;2019;4;170;216;24;14;220;211;182
8;8;2019;5;216;24;14;220;211;182;293
9;8;2019;6;24;14;220;211;182;293;290
10;8;2019;7;14;220;211;182;293;290;20
11;8;2019;1;220;211;182;293;290;20;4
12;8;2019;2;211;182;293;290;20;4;221
13;8;2019;3;182;293;290;20;4;221;211
14;8;2019;4;293;290;20;4;221;211;199
15;8;2019;5;290;20;4;221;211;199;162
16;8;2019;6;20;4;221;211;199;162;107
17;8;2019;7;4;221;211;199;162;107;6
18;8;2019;1;221;211;199;162;107;6;10
19;8;2019;2;211;199;162;107;6;10;179
20;8;2019;3;199;162;107;6;10;179;181
21;8;2019;4;162;107;6;10;179;181;172
22;8;2019;5;107;6;10;179;181;172;127
23;8;2019;6;6;10;179;181;172;127;114
24;8;2019;7;10;179;181;172;127;114;6
25;8;2019;1;179;181;172;127;114;6;9
26;8;2019;2;181;172;127;114;6;9;203
27;8;2019;3;172;127;114;6;9;203;176
28;8;2019;4;127;114;6;9;203;176;181
29;8;2019;5;114;6;9;203;176;181;172
30;8;2019;6;6;9;203;176;181;172;160
31;8;2019;7;9;203;176;181;172;160;11
1;9;2019;1;203;176;181;172;160;11;6
2;9;2019;2;176;181;172;160;11;6;175
3;9;2019;3;181;172;160;11;6;175;197
4;9;2019;4;172;160;11;6;175;197;214
5;9;2019;5;160;11;6;175;197;214;200
6;9;2019;6;11;6;175;197;214;200;136
7;9;2019;7;6;175;197;214;200;136;7
8;9;2019;1;175;197;214;200;136;7;8
9;9;2019;2;197;214;200;136;7;8;215
10;9;2019;3;214;200;136;7;8;215;206
11;9;2019;4;200;136;7;8;215;206;186
12;9;2019;5;136;7;8;215;206;186;215
13;9;2019;6;7;8;215;206;186;215;154
14;9;2019;7;8;215;206;186;215;154;5
15;9;2019;1;215;206;186;215;154;5;7
16;9;2019;2;206;186;215;154;5;7;175
17;9;2019;3;186;215;154;5;7;175;189
18;9;2019;4;215;154;5;7;175;189;161
19;9;2019;5;154;5;7;175;189;161;329
20;9;2019;6;5;7;175;189;161;329;129
21;9;2019;7;7;175;189;161;329;129;9
22;9;2019;1;175;189;161;329;129;9;6
23;9;2019;2;189;161;329;129;9;6;221
24;9;2019;3;161;329;129;9;6;221;209
25;9;2019;4;329;129;9;6;221;209;167
26;9;2019;5;129;9;6;221;209;167;168
27;9;2019;6;9;6;221;209;167;168;149
28;9;2019;7;6;221;209;167;168;149;9
29;9;2019;1;221;209;167;168;149;9;9
30;9;2019;2;209;167;168;149;9;9;213
1;10;2019;3;167;168;149;9;9;213;192
2;10;2019;4;168;149;9;9;213;192;147
3;10;2019;5;149;9;9;213;192;147;115
4;10;2019;6;9;9;213;192;147;115;155
5;10;2019;7;9;213;192;147;115;155;7
6;10;2019;1;213;192;147;115;155;7;8
7;10;2019;2;192;147;115;155;7;8;159
8;10;2019;3;147;115;155;7;8;159;172
9;10;2019;4;115;155;7;8;159;172;166
10;10;2019;5;155;7;8;159;172;166;176
11;10;2019;6;7;8;159;172;166;176;123
12;10;2019;7;8;159;172;166;176;123;11
13;10;2019;1;159;172;166;176;123;11;11
14;10;2019;2;172;166;176;123;11;11;176
15;10;2019;3;166;176;123;11;11;176;171
16;10;2019;4;176;123;11;11;176;171;184
17;10;2019;5;123;11;11;176;171;184;149
18;10;2019;6;11;11;176;171;184;149;145
19;10;2019;7;11;176;171;184;149;145;8
20;10;2019;1;176;171;184;149;145;8;19
21;10;2019;2;171;184;149;145;8;19;219
22;10;2019;3;184;149;145;8;19;219;187
23;10;2019;4;149;145;8;19;219;187;199
24;10;2019;5;145;8;19;219;187;199;202
25;10;2019;6;8;19;219;187;199;202;127
26;10;2019;7;19;219;187;199;202;127;12
27;10;2019;1;219;187;199;202;127;12;1
28;10;2019;2;187;199;202;127;12;1;167
29;10;2019;3;199;202;127;12;1;167;185
30;10;2019;4;202;127;12;1;167;185;181
31;10;2019;5;127;12;1;167;185;181;182
1;11;2019;6;12;1;167;185;181;182;99
2;11;2019;7;1;167;185;181;182;99;8
3;11;2019;1;167;185;181;182;99;8;28
4;11;2019;2;185;181;182;99;8;28;223
5;11;2019;3;181;182;99;8;28;223;220
6;11;2019;4;182;99;8;28;223;220;209
7;11;2019;5;99;8;28;223;220;209;198
8;11;2019;6;8;28;223;220;209;198;195
9;11;2019;7;28;223;220;209;198;195;18
10;11;2019;1;223;220;209;198;195;18;9
11;11;2019;2;220;209;198;195;18;9;196
12;11;2019;3;209;198;195;18;9;196;218
13;11;2019;4;198;195;18;9;196;218;225
14;11;2019;5;195;18;9;196;218;225;205
15;11;2019;6;18;9;196;218;225;205;174
16;11;2019;7;9;196;218;225;205;174;25
17;11;2019;1;196;218;225;205;174;25;10
18;11;2019;2;218;225;205;174;25;10;198
19;11;2019;3;225;205;174;25;10;198;222
20;11;2019;4;205;174;25;10;198;222;192
21;11;2019;5;174;25;10;198;222;192;149
22;11;2019;6;25;10;198;222;192;149;231
23;11;2019;7;10;198;222;192;149;231;38
24;11;2019;1;198;222;192;149;231;38;37
25;11;2019;2;222;192;149;231;38;37;235
26;11;2019;3;192;149;231;38;37;235;207
27;11;2019;4;149;231;38;37;235;207;216
28;11;2019;5;231;38;37;235;207;216;157
29;11;2019;6;38;37;235;207;216;157;151
30;11;2019;7;37;235;207;216;157;151;11
1;12;2019;1;235;207;216;157;151;11;25
2;12;2019;2;207;216;157;151;11;25;295
3;12;2019;3;216;157;151;11;25;295;204
4;12;2019;4;157;151;11;25;295;204;202
5;12;2019;5;151;11;25;295;204;202;182
6;12;2019;6;11;25;295;204;202;182;125
7;12;2019;7;25;295;204;202;182;125;19
8;12;2019;1;295;204;202;182;125;19;6
9;12;2019;2;204;202;182;125;19;6;167
10;12;2019;3;202;182;125;19;6;167;199
11;12;2019;4;182;125;19;6;167;199;190
12;12;2019;5;125;19;6;167;199;190;148
13;12;2019;6;19;6;167;199;190;148;134
14;12;2019;7;6;167;199;190;148;134;21
15;12;2019;1;167;199;190;148;134;21;15
16;12;2019;2;199;190;148;134;21;15;191
17;12;2019;3;190;148;134;21;15;191;180
18;12;2019;4;148;134;21;15;191;180;172
19;12;2019;5;134;21;15;191;180;172;169
20;12;2019;6;21;15;191;180;172;169;161
21;12;2019;7;15;191;180;172;169;161;9
22;12;2019;1;191;180;172;169;161;9;8
23;12;2019;2;180;172;169;161;9;8;118
24;12;2019;3;172;169;161;9;8;118;53
25;12;2019;4;169;161;9;8;118;53;26
26;12;2019;5;161;9;8;118;53;26;75
27;12;2019;6;9;8;118;53;26;75;88
28;12;2019;7;8;118;53;26;75;88;9
29;12;2019;1;118;53;26;75;88;9;4
30;12;2019;2;53;26;75;88;9;4;110
31;12;2019;3;26;75;88;9;4;110;38
1;1;2020;4;75;88;9;4;110;38;12
2;1;2020;5;88;9;4;110;38;12;190
3;1;2020;6;9;4;110;38;12;190;154
4;1;2020;7;4;110;38;12;190;154;17
5;1;2020;1;110;38;12;190;154;17;13
6;1;2020;2;38;12;190;154;17;13;211
7;1;2020;3;12;190;154;17;13;211;238
8;1;2020;4;190;154;17;13;211;238;201
9;1;2020;5;154;17;13;211;238;201;222
10;1;2020;6;17;13;211;238;201;222;164
11;1;2020;7;13;211;238;201;222;164;11
12;1;2020;1;211;238;201;222;164;11;7
13;1;2020;2;238;201;222;164;11;7;193
14;1;2020;3;201;222;164;11;7;193;178
15;1;2020;4;222;164;11;7;193;178;190
16;1;2020;5;164;11;7;193;178;190;198
17;1;2020;6;11;7;193;178;190;198;153
18;1;2020;7;7;193;178;190;198;153;4
19;1;2020;1;193;178;190;198;153;4;5
20;1;2020;2;178;190;198;153;4;5;192
21;1;2020;3;190;198;153;4;5;192;220
22;1;2020;4;198;153;4;5;192;220;161
23;1;2020;5;153;4;5;192;220;161;177
24;1;2020;6;4;5;192;220;161;177;153
25;1;2020;7;5;192;220;161;177;153;8
26;1;2020;1;192;220;161;177;153;8;4
27;1;2020;2;220;161;177;153;8;4;172
28;1;2020;3;161;177;153;8;4;172;171
29;1;2020;4;177;153;8;4;172;171;167
30;1;2020;5;153;8;4;172;171;167;194
31;1;2020;6;8;4;172;171;167;194;185
1;2;2020;7;4;172;171;167;194;185;7
2;2;2020;1;172;171;167;194;185;7;3
3;2;2020;2;171;167;194;185;7;3;197
4;2;2020;3;167;194;185;7;3;197;206
5;2;2020;4;194;185;7;3;197;206;163
6;2;2020;5;185;7;3;197;206;163;190
7;2;2020;6;7;3;197;206;163;190;162
8;2;2020;7;3;197;206;163;190;162;11
9;2;2020;1;197;206;163;190;162;11;7
10;2;2020;2;206;163;190;162;11;7;245
11;2;2020;3;163;190;162;11;7;245;186
